EVENING,val,10,6,10,10,10,10,10,10,9,10,9,10,10,8,11,9,9,11,10,11,10,11,11,11,6,10,8,9,10,10,8,10,11,9,9,7,10,8,7,11,11,11,11,11,10,11,11,7,9,9
EVENTS,test,9,8,9,8,10,9,10,9,9,10,10,10,10,10,10,9,6,11,9,10,11,9,7,10,10,8,6,9,7,10,8,10,7,11,9,10,11,8,10,8,9,9,10,10,9,9,9,10,9,10
EVENTS,train,9,10,10,10,9,9,7,9,9,8,10,6,10,8,10,7,8,8,8,11,8,9,12,10,9,9,10,9,8,10,11,10,11,10,10,9,7,10,11,8,9,8,10,7,8,10,10,9,11,10,10,6,9,9,8,10,9,7,8,9,6,10,10,8,9,10,8,11,9,11,9,10,9,9,9,10,9,8,11,8,10,9,10,8,9,9,9,9,9,10,9,10,10,9,8,9,10,10,10,11,10,9,9,11,10,10,7,11,10,10,11,10,7,10,10,10,10,11,10,10,7,9,10,8,9,9,10,10,10,9,8,9,10,8,9,11,9,9,11,10,10,9,10,9,10,7,8,11,9,10,10,10,8,10,10,9,10,9,10,9,10,9,8,9,10,10,8,10,10,10,9,8,10,11,10,11,9,11,9,10,9,8,11,9,10,9,9,10,9,9,8,9,8,10,9,11,9,10,10,8,11,9,11,8,10,9,9,9,9,9,10,9,9,10,10,10,10,9,7,9,9,10,10,10,9,9,9,7,9,11,7,8,9,11,8,8,7,10,9,8,8,11,10,11,9,10,10,11,11,8,9,10,9,10,10,10,11,10,10,10,9,10,10,10,10,7,10,8,8,10,7,10,7,10,10,9,7,7,11,9,10,10,9,9,11,10,10,7,10,10,9,11,10,10,11,11,9,6,10,10,9,9,11,8,11,9,9,7,9,9,10,10,8,11,11,10,10,10,10,10,10,9,8,10,9,5,11,11,6,9,9,10,10,7,9,10,7,9,8,7,10,11,9,8,7,10,11,9,9,9,10,9,9,10,9,7,10,10,11,10,10,9,9,10,10,9,7,9,10,7,11,7,10,10,10,8,10,9,10,11,9,8,7,11,7,10,8,11,9,8,11,10,9,8,9,10,9,10,8,10,11,10,9,10,10,10,10,8,11,9,8,11,10,8,11,11,8,9,12,10,8,9,7,10,11,8,10,10,10,9,9,10,10,10,7,11,9,9,10,11,10,7,8,11,9,9,8,9,9,8,9,6,11,9,10,10,10,11,10,8,10,10,9,9,8,10,9,10,9,10,8,9,10,7,9,10,7,9,11,10,8,8,9,10,11,8,7,10,10,9,7,10,7,9,7,10,10,9,11,8,10,6,10,10,9,11,10,8,7,7,10,12,8,8,10,10,11,6,10,9,11,10,8,10,11,10,9,10,10,9,10,10,7,8,11,9,7,8,8,9,8,8,10,10,9,10,9,8,8,11,10,5,9,10,11,9,10,10,10,10,8,7,8,10,9,9,9,10,7,10,8,7,10,10,10,11,9,10,8,10,11,10,8,9,7,7,10,9,9,10,9,10,11,9,10,11,5,5,7,11,10,7,9,8,9,10,11,9,10,10,11,9,9,10,9,10,10,10,10,9,9,8,6,9,8,10,8,9,10,9,10,10,10,10,10,10,8,9,11,9,10,10,10,9,8,9,8,9,8,7,9,9,11,9,11,11,10,10,9,10,10,10,9,11,9,9,9,8,11,10,8,8,9,9,9,8,9,10,8,10,10,7,7,9,11,9,9,7,10,7,7,7,11,10,10,8,10,9,9,9,11,9,10,11,9,9,9,9,10,9,9,10,10,10,9,9,11,12,9,9,10,9,9,11,9,8,8,8,10,9,6,10,9,8,7,8,7,9,9,10,10,10,6,10,11,10,10,10,8,10,9,8,10,11,10,10,10,10,7,10,7,9,8,10,10,9,8,10,9,9,11,10,8,11,10,10,6,9,10,8,10,10,10,10,10,9,10,10,9,9,8,7,7,10,9,11,10,6,9,10,9,11,7,8,9,10,9,7,10,10,10,9,8,8,7,8,7,11,9,8,9,10,7,10,7,10,10,11,8,10,9,8,6,10,10,7,10,9,9,9,9,9,11,7,10,8,7
EVENTS,val,7,9,10,8,10,11,9,9,11,10,9,10,9,10,9,9,10,10,11,10,10,10,11,11,8,9,10,10,10,7,10,9,10,10,7,7,11,10,11,10,10,7,9,10,11,9,10,10,9,10
EVERY,test,11,11,10,10,10,11,12,12,12,9,10,10,11,12,12,8,10,12,10,11,11,10,9,12,11,10,8,10,10,10,12,10,10,12,11,8,10,12,9,11,10,8,10,12,9,9,9,11,10,9
EVERY,train,11,12,11,9,11,12,9,11,12,10,12,10,11,10,12,10,11,12,10,11,11,12,11,12,7,11,9,10,12,11,12,11,12,12,12,10,11,10,11,10,9,10,11,9,10,11,11,9,11,8,10,10,11,10,10,12,11,9,11,9,11,12,12,11,8,11,10,10,9,8,11,11,10,10,11,10,11,9,11,10,9,10,12,10,11,9,11,11,11,10,10,10,12,11,11,11,10,12,10,8,11,12,12,11,10,8,12,11,10,10,12,12,10,12,11,10,9,10,11,11,10,11,10,12,9,12,9,12,11,9,10,13,10,10,10,11,11,10,10,12,10,12,12,10,8,11,11,11,11,9,11,10,10,11,12,11,12,9,10,11,11,12,12,12,9,7,9,11,7,11,11,11,11,10,9,10,11,12,11,12,10,8,10,12,11,11,11,12,8,10,11,11,10,10,10,9,9,11,10,10,9,8,12,10,11,10,6,10,10,10,12,12,12,10,11,12,10,10,10,10,12,10,10,9,11,11,11,11,11,12,12,10,10,11,7,9,11,10,9,10,11,9,10,11,10,11,10,12,11,11,7,10,11,12,8,12,12,11,11,11,12,9,12,9,9,9,12,11,11,7,11,10,9,11,10,12,10,5,11,9,12,10,12,10,11,11,11,10,9,10,12,11,11,6,12,13,12,11,8,12,9,10,12,12,12,9,12,10,12,11,11,11,12,12,11,9,11,5,10,12,12,9,10,10,11,9,12,10,9,11,12,11,11,9,10,8,11,10,10,9,12,10,11,11,9,12,11,10,12,11,12,10,12,12,10,11,11,9,12,9,12,6,10,9,10,9,10,11,9,11,12,11,10,9,11,10,11,11,11,10,10,10,11,10,9,10,9,10,9,9,7,11,11,11,10,10,9,11,11,10,11,10,12,9,11,8,11,10,10,12,10,11,9,10,11,11,12,11,10,12,10,10,11,11,10,11,11,11,7,10,7,10,11,10,12,10,11,11,12,11,9,11,12,10,12,12,8,12,12,11,10,12,9,10,9,11,12,13,9,8,10,9,9,11,12,11,11,11,11,11,10,10,11,11,9,11,11,12,12,10,9,11,10,9,11,7,11,10,12,9,10,10,10,12,10,10,11,12,11,11,8,10,12,8,9,9,11,11,10,12,12,12,11,11,8,9,13,9,9,10,10,8,11,12,10,12,12,11,9,9,11,9,9,9,8,10,12,11,7,7,12,8,7,12,10,10,10,12,11,9,11,9,10,10,9,12,11,9,9,9,11,10,11,9,10,9,10,9,10,11,11,12,9,11,11,11,11,10,10,11,9,10,11,10,10,11,12,12,9,12,12,11,8,10,11,11,11,11,10,8,10,11,10,11,12,11,11,10,11,10,9,10,12,10,11,10,10,10,11,11,10,12,12,9,11,12,9,11,9,12,11,11,12,8,12,8,8,11,12,9,11,9,10,12,10,12,12,10,11,10,10,11,11,11,11,11,7,11,10,8,11,9,12,10,10,10,10,10,12,11,10,11,11,9,12,9,12,11,10,9,12,11,10,9,11,11,10,10,11,12,11,11,12,10,12,7,8,11,11,9,9,11,10,10,9,11,11,10,10,11,12,12,11,10,11,12,9,11,11,8,11,9,10,11,10,10,11,10,7,9,8,9,10,9,9,10,9,11,10,9,12,10,11,10,11,12,6,11,12,11,13,11,7,11,10,9,12,11,10,10,12,11,11,11,10,11,11,10,12,8,12,10,11,12,11,11,12,10,10,12,11,11,11,10,9,8,9,12,11,10,10,12,10,11,9,11,12,9,10,8,11,11,11,9,7,11,11,6,12,10,10,9,10,10,11,12,11,10,10,8,11,8,10,10,10,12,8,11,12,9,11,10,10,12,10,10,11,10,9,11,12,9,12,10,11,10,11,11,10,10,8,10,11,9,10,10,12,8,12,12,11,12,12,10,10,11,9,11,11,10,11,12,11,11,7,10,8,10,11,11,12,10,9,10,10,12,11,10,12,11,11,12,11,9,11,11,12,12,12,11,12,11,11,12,11,10,11,11,11,9,10,10,10,12,9,10,12,10,9,10,10,12,8,12,13,10,12,11,10,10,9,10,11,11,11,6,7,10,8,8,10,10,9,10,9,11,12,12,11,10,8,12,8,11,11,10,11,11,11,11,12,11,9,10,9,11,10,10,12,11,12,12,10,11,9,9,12,11,11,10,10,10,9,9,12,12,11,10,9,10,10,10,12,12,12,10,11,9,6,9
EVERY,val,11,8,11,9,11,9,11,12,9,12,11,9,12,7,10,11,10,10,9,6,10,10,11,12,11,9,12,11,9,12,10,10,11,11,10,12,9,9,10,8,10,10,10,12,9,11,10,10,11,9
EVERYBODY,test,6,6,10,7,6,9,5,7,7,7,8,7,9,7,8,9,8,9,9,10,6,10,8,7,6,9,7,6,7,9,10,8,9,6,7,9,6,5,7,10,7,7,9,7,5,8,8,8,7,9
EVERYBODY,train,10,8,10,8,8,7,9,9,10,9,7,7,9,5,6,7,6,11,5,9,9,9,8,6,7,7,8,8,7,5,9,8,9,9,7,6,10,9,6,9,10,9,9,6,7,10,8,7,9,10,11,9,8,9,10,8,10,10,8,10,6,10,7,7,11,5,8,9,10,8,11,7,9,6,7,9,10,10,7,9,9,10,8,6,9,9,7,5,5,10,8,9,9,9,10,6,9,9,7,7,9,9,8,6,11,7,10,10,6,9,9,9,8,5,9,9,10,8,9,7,5,5,6,10,8,9,7,8,9,8,9,7,9,9,6,6,9,10,7,7,6,9,7,10,5,6,10,7,8,10,8,7,8,7,8,10,9,11,6,7,8,9,7,8,8,6,5,9,7,6,6,10,8,9,7,10,11,9,10,8,7,5,11,9,8,5,5,9,7,10,10,8,8,10,7,10,8,10,9,6,6,5,6,7,10,6,7,8,8,6,9,7,7,8,7,6,5,7,9,10,7,6,6,7,5,7,10,10,11,10,9,9,9,10,10,6,9,10,10,10,6,6,9,9,8,7,7,6,7,7,8,9,6,9,5,7,7,9,7,9,7,9,9,8,9,9,8,6,10,10,9,9,9,5,8,10,10,10,6,6,9,9,10,8,8,7,9,10,8,6,8,9,5,7,10,8,11,9,8,9,9,9,9,6,9,9,9,6,9,8,10,8,10,9,8,10,9,10,10,9,9,11,5,7,10,5,9,8,10,10,8,7,10,7,6,7,11,9,9,7,9,10,10,8,9,8,5,7,7,9,10,9,9,10,9,8,10,9,9,9,7,10,10,7,5,9,10,6,8,8,10,5,9,9,8,8,9,9,7,8,10,9,7,8,8,10,10,9,5,8,10,8,10,9,7,8,10,6,7,10,8,7,10,7,7,10,8,6,9,6,9,6,10,11,8,10,6,9,10,8,11,9,9,8,9,9,8,9,9,8,10,6,9,5,9,9,9,8,10,9,8,9,7,7,7,9,10,6,8,6,10,8,10,7,8,8,8,10,7,9,6,10,10,7,8,10,9,8,6,10,9,9,8,6,8,7,9,7,8,7,8,6,8,11,5,9,9,7,9,9,9,5,8,9,10,11,11,7,10,10,9,7,10,7,10,5,7,8,9,7,9,10,10,9,7,10,8,7,9,10,8,5,9,6,9,7,10,8,7,9,9,6,9,6,9,8,10,10,9,6,10,8,9,9,11,7,6,8,10,9,8,9,10,10,10,11,6,8,9,9,9,10,11,10,8,7,6,9,8,8,10,9,7,9,6,9,8,5,10,8,9,8,10,5,9,6,7,9,8,9,5,9,8,6,9,8,9,10,10,10,6,8,10,5,9,8,5,7,8,5,8,9,8,10,10,10,9,10,7,10,7,7,7,10,6,10,7,6,7,8,5,10,10,7,7,8,6,7,11,8,10,8,6,9,9,6,6,9,10,7,10,9,10,9,5,5,10,8,11,7,10,10,9,9,8,9,10,7,10,9,10,7,6,5,7,11,10,7,7,8,8,9,8,8,9,9,8,9,7,8,9,8,7,8,9,6,10,7,8,6,9,7,10,6,7,8,9,9,6,9,10,8,8,9,6,8,7,11,9,8,10,8,7,7,9,10,6,6,5,6,10,9,9,6,9,6,7,8,8,7,8,10,10,8,9,9,8,8,8,8,9,8,9,7,7,6,9,9,9,9,7,7,10,5,7,9,8,7,8,7,8,8,8,9,8,8,9,7,9,10,8,6,11,9,8,10,8,10,8,10,10,9,9,7,10,10,6,5,6,8,9,8,10,9,9,7,9,5,7,6,10,9,8,5,9,8,7,8,9,8,7,10,9,10,9,10,9,9,7,10,11,7,7,10,10,8,7,9,7,7,9,10,9,8,7,7,9,7,9,6,8,7,9,9,6,7,9,7,10,9,10,6,9,9,8,8,9,6,8,7,9,8,9,6,8,8,8,8,7,8,8,9,9,7,7,9,5,10,11,9,7,9,9,9,8,8,9,9,9,10,6,9,9,5,9,8,5,9,9,7,6,9,10,8,7,7,8,7,8,8,9,9,9,8,7,7,9,9,9,9,11,9,9,9,7,9,9,5,9,7,8,7,8,9,9,9,10,10,9,9
EVERYBODY,val,6,8,6,8,9,8,6,6,9,6,10,10,9,5,11,10,6,6,6,10,9,5,9,9,9,7,7,7,10,6,8,10,5,9,8,8,8,7,8,10,7,7,9,7,10,7,5,9,7,8
EVERYONE,test,7,10,9,10,10,8,11,9,7,7,9,8,9,11,7,8,8,10,8,8,10,11,10,10,9,6,7,9,9,5,7,10,7,7,11,8,9,10,7,9,10,7,7,7,10,10,10,8,9,10
EVERYONE,train,5,10,9,10,10,7,7,7,9,7,8,11,10,11,9,9,7,6,10,7,7,11,8,7,10,8,10,6,11,10,8,8,8,8,9,9,10,8,10,9,7,11,5,8,9,7,10,7,7,10,8,9,9,9,7,7,8,9,8,10,10,9,10,9,9,8,10,9,8,11,11,9,10,11,9,7,9,10,8,10,10,9,9,10,10,10,8,7,10,7,10,7,9,7,8,8,10,10,7,10,8,10,8,9,8,11,8,11,10,10,11,9,10,8,8,7,8,10,9,9,10,10,9,10,7,9,8,10,6,10,10,8,9,9,11,6,6,6,8,10,9,10,8,9,8,9,8,9,9,10,9,10,9,9,6,11,6,9,7,8,6,8,9,7,6,10,8,7,7,8,8,9,6,10,11,7,6,10,8,8,8,9,10,9,6,7,10,10,8,8,9,7,10,9,10,10,8,10,10,9,11,8,9,10,8,6,9,10,8,11,5,9,9,7,9,6,6,9,9,7,9,9,9,8,9,11,6,8,11,8,11,6,11,10,8,10,10,7,8,5,9,8,10,7,9,8,10,10,8,10,6,9,10,6,9,7,7,8,8,9,10,10,7,10,10,10,9,8,9,10,7,7,5,10,9,6,10,9,10,10,10,10,8,9,5,8,9,8,7,7,10,7,10,9,11,8,9,11,9,10,8,9,9,10,10,5,7,8,8,10,7,10,10,10,10,5,9,8,10,10,7,8,10,9,8,8,8,8,7,9,8,10,9,11,10,6,9,6,8,11,10,11,9,7,7,8,10,8,10,10,8,6,11,8,7,9,9,8,6,7,8,7,10,8,10,8,8,8,10,9,10,8,9,9,7,11,10,6,8,10,8,10,9,11,10,7,6,9,5,7,10,7,9,9,5,9,8,7,8,6,6,9,6,9,8,10,10,10,8,10,7,9,7,10,9,10,10,8,11,10,7,7,10,6,8,8,7,9,7,9,7,8,8,9,7,5,9,8,10,10,5,10,6,6,7,7,9,8,9,9,9,7,6,9,9,8,10,10,10,9,8,9,9,7,9,10,8,9,8,11,8,6,8,8,8,8,9,7,9,6,10,7,8,7,10,10,9,8,10,8,7,8,8,10,5,7,6,7,10,7,8,7,10,8,8,11,9,11,6,7,10,7,10,8,9,10,7,10,10,7,10,8,9,10,10,9,10,6,7,7,7,10,9,8,6,11,10,9,5,9,8,9,11,8,9,6,10,9,9,8,9,7,7,9,9,7,7,7,9,10,10,8,10,8,10,8,9,8,6,10,9,10,9,11,9,10,10,8,11,11,5,8,7,11,10,8,10,9,8,8,9,10,11,6,9,8,7,9,6,9,8,6,5,8,10,8,7,9,9,8,8,10,7,7,6,8,5,8,7,9,7,10,10,9,10,7,8,10,7,10,8,9,9,8,6,7,8,9,8,11,10,12,8,10,8,8,9,10,8,10,9,9,8,10,9,10,10,11,7,9,10,7,8,9,12,10,10,7,9,10,6,10,9,7,8,9,9,10,9,8,9,9,9,8,5,9,10,8,6,9,7,9,7,10,7,8,9,9,8,9,9,10,10,9,10,9,8,7,10,8,7,9,11,8,6,9,7,11,9,8,8,7,9,9,9,11,6,8,8,10,7,7,7,8,7,8,10,9,10,7,8,11,10,8,10,9,8,8,7,8,9,6,9,9,8,5,8,7,10,6,9,9,9,9,10,5,10,9,10,6,8,7,8,11,8,11,10,5,8,8,11,8,10,8,6,10,8,10,9,8,9,10,8,9,11,10,8,11,9,10,10,9,6,10,10,8,11,8,9,9,8,8,9,9,7,8,7,10,9,8,8,11,10,9,7,9,7,7,10,5,9,5,8,8,9,7,7,9,9,10,8,8,10,10,7,8,10,7,9,5,8,9,8,8,7,10,10,10,8,10,8,10,7,9,8,8,7,8,9,9,9,11,9,9,9,9,10,8,8,7,8,8,10,10,10,10,9,11,7,7,11,9,9,9,10,7,9,9,8,10,10,7,7,11,10,7,10,9,9,8,9,8,9
EVERYONE,val,7,11,8,9,10,9,11,10,9,9,7,6,7,8,6,9,6,8,11,11,9,10,10,9,9,8,9,8,9,10,9,9,7,10,7,9,8,9,7,9,11,8,8,8,5,7,7,9,10,11
EVERYTHING,test,5,10,8,10,8,7,9,9,8,9,10,8,8,10,8,11,6,8,8,8,11,10,7,7,9,8,9,10,10,8,6,9,9,11,7,6,7,10,10,8,8,8,8,9,8,10,9,7,9,10
EVERYTHING,train,5,10,10,7,8,8,7,6,8,9,9,10,9,8,9,8,9,7,8,8,8,10,10,9,8,9,9,10,6,8,9,9,9,8,7,7,9,10,11,7,9,7,8,5,10,9,10,8,9,9,9,6,6,8,8,8,7,8,10,7,8,8,10,9,8,6,9,10,8,7,10,7,7,9,11,8,10,8,8,9,11,6,10,10,7,8,6,7,11,8,10,10,9,7,6,11,7,8,11,8,10,7,8,11,9,11,9,9,10,8,9,6,11,8,9,8,11,10,8,9,10,8,7,11,7,10,10,10,9,9,9,7,6,10,9,12,8,8,9,9,9,9,8,10,6,7,9,11,7,10,8,6,8,9,8,9,8,9,8,8,8,7,8,9,6,8,8,9,9,9,7,9,8,10,10,9,10,7,8,10,8,7,8,11,10,7,7,6,9,9,8,9,7,9,9,10,11,7,7,7,10,7,9,10,9,10,9,10,10,11,10,9,8,8,9,10,10,10,9,8,7,8,8,8,9,7,9,10,7,7,8,9,8,10,9,10,8,9,10,10,9,8,10,9,10,11,9,7,7,5,6,8,9,7,7,7,9,7,8,10,10,10,7,7,8,9,8,9,9,8,9,6,7,8,9,11,10,10,9,10,8,6,9,8,10,11,8,7,7,11,8,9,9,10,10,7,8,9,10,10,9,11,7,10,7,8,7,8,9,10,9,9,9,9,7,9,6,10,6,10,10,10,10,8,9,7,8,10,9,7,8,10,8,6,7,7,9,9,11,11,7,9,7,10,11,9,7,9,7,11,5,9,8,5,8,8,7,8,7,8,9,11,7,8,6,8,6,9,7,10,7,8,9,8,10,8,10,9,10,10,8,6,9,10,7,11,9,9,10,10,9,8,9,6,9,7,9,10,9,8,8,9,9,8,10,8,10,8,6,10,8,10,9,8,9,7,9,6,10,8,6,10,10,9,6,9,7,10,9,7,8,10,9,9,8,9,6,8,11,7,9,7,7,9,10,9,8,9,5,9,7,10,10,11,9,9,7,7,10,10,8,9,8,8,7,10,6,7,7,7,10,8,10,10,10,9,9,7,10,9,9,10,9,10,9,8,10,9,9,9,9,10,7,9,11,10,9,7,7,7,7,7,8,10,9,5,5,8,8,10,10,8,8,10,9,9,10,9,7,10,10,7,10,9,10,7,7,9,9,10,7,11,11,5,8,9,5,10,8,9,10,9,11,11,8,10,6,8,10,11,10,10,7,10,9,7,11,6,11,10,8,8,11,10,10,9,8,10,9,8,9,9,9,9,7,9,7,9,9,10,7,9,10,8,7,8,9,10,7,7,9,9,7,10,8,9,10,9,9,6,10,7,9,9,10,10,10,10,7,8,9,6,9,9,8,9,7,9,9,9,8,9,9,7,8,9,10,9,9,7,8,10,10,9,9,8,7,6,8,8,8,7,9,7,8,9,9,10,9,8,7,9,7,6,9,10,7,8,9,10,9,8,10,10,5,10,10,10,10,10,6,10,6,9,9,10,10,5,7,10,10,7,5,8,10,8,10,9,9,10,9,8,10,7,8,9,9,9,7,7,8,9,9,8,5,10,9,9,8,8,10,9,9,10,10,8,9,8,6,11,11,10,8,8,10,9,9,10,9,8,7,8,5,7,10,10,8,10,7,10,9,7,10,7,8,6,8,8,7,6,7,8,8,8,9,8,5,8,10,9,9,7,10,9,8,6,10,8,10,7,9,8,7,10,8,8,9,8,10,7,8,9,9,8,7,10,5,10,8,9,11,10,10,10,6,10,9,5,10,10,8,7,9,9,8,8,6,9,11,10,9,9,11,7,5,7,9,9,9,9,10,7,9,9,10,9,8,10,10,8,11,7,9,10,10,6,7,7,10,8,9,10,7,10,7,8,9,6,7,9,9,8,9,8,9,8,10,9,10,8,6,7,8,9,6,9,8,8,7,9,9,10,5,9,10,8,9,9,6,8,9,10,10,8,9,9,9,9,7,11,10,9,9,7,7,9,5,8,8,10,6,7,8,8,10,11,9,9,7,7,9,11,9,11,7,10,7,10,7,8,9,8,7,10,9,8,10,9,9,11,8,7,6,9,10,8,8,9,9,9,8,10,9,6,8,10,7,8,7,9,10,8,9,8,6,7,8,10,10,10,8,9,10,10,10,9,7,8,8,9,9,8,10,9,8,7,11,9,6,10,8,8,11,7,8,7,9,7,6,9,7,7,8,9,9,9,9,10,7,6
EVERYTHING,val,8,10,8,10,9,11,9,8,8,9,9,10,7,8,9,9,7,8,11,7,9,9,10,7,10,8,6,7,6,8,8,8,10,7,7,7,10,8,6,11,10,9,11,10,10,8,9,7,8,10
EVIDENCE,test,9,9,9,10,8,6,7,9,8,8,8,9,9,9,7,11,8,10,10,9,8,10,9,9,9,8,7,9,9,7,8,7,9,9,9,10,9,8,7,10,8,10,9,7,7,8,10,8,8,8
EVIDENCE,train,8,9,10,7,9,10,9,9,9,7,8,6,7,7,6,8,8,8,9,10,9,8,9,7,6,10,9,9,7,7,5,8,9,9,9,8,9,10,7,7,9,10,10,7,9,9,7,8,10,8,9,8,8,10,10,9,9,10,8,10,9,6,10,9,9,9,9,9,9,7,9,9,7,9,7,10,5,9,7,7,8,9,7,8,9,6,6,9,9,10,8,9,9,10,10,6,9,8,5,8,9,9,8,10,8,6,6,7,9,8,9,10,7,7,8,10,10,8,7,9,9,7,7,9,7,8,9,9,8,6,7,7,7,7,8,7,9,8,8,8,7,6,10,9,9,8,8,9,9,10,9,9,8,8,8,10,6,9,8,9,10,9,9,8,8,8,7,7,9,7,8,8,8,9,7,8,10,7,8,9,9,7,9,8,8,9,8,9,8,8,8,10,9,9,8,10,7,8,7,9,8,9,9,9,10,8,8,7,9,7,9,7,8,9,9,9,6,9,10,10,9,8,8,7,6,10,10,8,9,10,10,6,10,7,8,10,9,8,10,7,9,5,10,5,10,10,8,8,5,6,7,7,9,9,9,8,9,9,10,10,9,9,10,9,7,5,9,10,10,8,8,6,9,8,11,8,8,7,8,8,9,6,9,10,9,8,10,9,6,10,10,9,8,7,9,10,8,7,9,10,9,7,9,9,7,5,10,9,10,6,8,8,9,9,10,9,8,8,9,9,7,10,6,8,7,7,8,9,10,8,8,8,9,10,8,10,10,8,6,7,10,8,9,9,8,10,7,7,9,8,8,9,9,7,8,10,10,8,9,10,10,10,9,8,7,8,9,9,9,9,8,9,8,8,9,9,6,8,9,8,7,7,8,10,6,7,9,10,9,8,9,6,7,8,10,10,10,9,10,8,6,9,8,9,8,9,10,9,8,10,10,7,9,9,9,8,8,8,8,8,10,9,10,10,7,10,9,8,10,7,9,6,9,8,9,10,8,7,7,7,10,9,8,8,9,10,9,10,9,8,7,8,9,9,10,9,8,7,9,11,8,9,8,9,9,10,10,9,6,7,11,8,10,9,9,9,9,10,10,9,8,9,9,7,9,10,9,9,8,9,7,9,9,9,10,9,7,9,7,8,9,8,8,6,9,8,8,9,9,7,10,8,6,9,9,7,10,8,9,9,9,9,6,9,9,9,9,7,9,11,11,5,8,9,8,9,9,10,9,9,9,9,8,9,7,7,9,9,7,7,9,7,10,9,9,8,9,7,7,10,9,10,9,6,10,9,8,8,10,10,9,7,8,9,7,10,6,10,7,8,9,7,9,10,9,9,10,10,6,9,7,8,9,9,8,8,9,7,11,10,7,10,9,6,10,9,6,10,9,6,10,5,9,9,9,8,8,9,9,9,10,8,10,10,8,8,9,10,10,8,9,10,7,9,10,9,9,8,10,10,8,8,9,8,9,9,9,10,10,10,8,9,8,7,8,9,9,8,9,10,9,8,10,9,9,9,8,10,9,9,9,8,8,10,9,9,11,11,9,8,6,10,9,10,9,8,8,7,9,7,6,7,10,9,8,7,9,7,9,7,10,10,7,10,9,8,7,9,8,9,10,9,9,9,9,11,9,7,10,8,10,7,8,7,9,8,8,7,9,9,10,9,5,9,10,8,8,8,10,9,8,7,9,9,10,8,9,9,7,9,8,7,8,8,7,10,8,8,10,9,9,9,8,8,10,9,10,8,9,8,7,9,9,9,11,9,7,9,9,9,7,10,8,10,10,9,7,7,9,8,7,8,8,7,6,8,7,9,6,8,8,10,10,9,7,9,9,9,7,9,7,9,9,9,5,7,6,9,9,9,9,10,9,10,8,9,8,8,8,9,7,7,9,9,8,10,7,8,11,9,8,7,9,9,8,8,10,8,10,8,9,6,9,10,9,8,9,9,10,8,8,9,6,9,8,8,8,7,8,6,8,7,7,10,8,10,9,10,9,10,9,7,6,10,8,7,9,9,6,9,9,8,9,9,8,10,8,9,10,9,9,9,8,6,9,8,9,9,8,9,9,9,8,9,9,10,8,9,8,9,8,8,10,8,10,8,9,9,9,6,7,9,7,9,7,9,7,8,9,8,9,7,7,6,10,9,9,9,9,10,7,7,10,8,10,10,10,8,7,7,8,9,6,8,9,8,7,8,7,9,9,9,10,10,10,9,8,8,8,9,10,7,7,9,9,9,9,8,7,9,9,8,9,10,7,7,9,9,8,9
EVIDENCE,val,10,9,9,7,6,9,9,8,9,8,9,9,10,9,9,6,6,9,9,9,9,6,10,9,8,9,7,8,10,9,7,9,10,9,7,7,9,10,9,10,8,9,10,9,10,8,10,8,6,8
EXACTLY,test,6,8,10,6,6,7,7,9,8,9,5,7,9,8,8,9,8,9,10,10,7,10,9,7,9,9,10,10,8,9,9,10,9,9,9,6,9,6,5,6,9,9,9,6,7,8,9,7,8,8
